5112846,Y,Y,2,135000,-15761,-3173,1,0,0,0,4
6153736,Y,Y,2,135000,-15761,-3173,1,0,0,0,4
5008868,N,Y,1,211500,-16212,-7099,1,0,0,0,3
5008870,N,Y,1,211500,-16212,-7099,1,0,0,0,3
5008872,Y,Y,0,360000,-16670,-5364,1,0,1,0,2
6153737,Y,Y,0,360000,-16670,-5364,1,0,1,0,2
5008873,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008874,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008875,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008876,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008877,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008878,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008879,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008880,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008881,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008882,N,Y,2,126000,-12411,-1773,1,0,0,1,4
5008884,N,Y,0,315000,-20186,365243,1,0,0,0,1
5008888,N,Y,0,247500,-17016,-1347,1,0,0,0,1
5008889,N,Y,0,247500,-17016,-1347,1,0,0,0,1
5008890,N,Y,0,247500,-17016,-1347,1,0,0,0,1
5112847,N,Y,0,247500,-17016,-1347,1,0,0,0,1
5008891,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008892,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008893,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008894,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008895,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008896,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008897,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008898,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008899,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008900,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008901,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008902,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008903,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008904,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008905,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008906,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008907,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008908,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008909,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008910,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008911,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008912,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008913,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008914,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008915,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008916,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008917,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008918,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008919,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008920,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008921,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008922,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008923,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008924,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008925,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008926,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008927,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008928,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008929,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008930,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008931,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008932,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008933,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008934,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008935,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008936,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008937,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008938,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008939,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008940,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008941,N,Y,0,297000,-15519,-3234,1,0,0,0,1
6153773,N,Y,0,297000,-15519,-3234,1,0,0,0,1
6153774,N,Y,0,297000,-15519,-3234,1,0,0,0,1
6153775,N,Y,0,297000,-15519,-3234,1,0,0,0,1
5008942,N,N,0,157500,-13642,-4846,1,0,1,0,2
5008943,N,N,0,157500,-13642,-4846,1,0,1,0,2
5008944,N,N,0,157500,-13642,-4846,1,0,1,0,2
5008945,N,N,0,157500,-13642,-4846,1,0,1,0,2
5008946,N,N,0,157500,-13642,-4846,1,0,1,0,2
5008947,N,Y,0,135000,-15484,-1408,1,1,1,0,2
5008948,N,Y,0,135000,-15484,-1408,1,1,1,0,2
5008949,N,Y,0,135000,-15484,-1408,1,1,1,0,2
5008950,N,Y,0,135000,-15484,-1408,1,1,1,0,2
5008951,N,Y,1,225000,-10321,-2808,1,0,0,0,3
5008952,N,Y,1,225000,-10321,-2808,1,0,0,0,3
5008953,N,Y,1,225000,-10321,-2808,1,0,0,0,3
5008954,N,Y,1,225000,-10321,-2808,1,0,0,0,3
5008955,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008956,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008957,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008958,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008959,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008960,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008962,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008963,Y,Y,0,135000,-17785,-1712,1,0,0,0,2
5008966,N,Y,0,157500,-16027,-889,1,0,1,0,2
5008967,N,Y,0,157500,-16027,-889,1,0,1,0,2
5008971,N,Y,0,157500,-16027,-889,1,0,1,0,2
5008973,N,Y,0,157500,-16027,-889,1,0,1,0,2
5008974,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008975,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008976,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008977,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008978,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008979,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008980,N,Y,0,112500,-22319,365243,1,0,0,0,2
5008981,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
5008983,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
5008984,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
5008986,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
5008987,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
5008988,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
6153800,Y,Y,0,112500,-20874,-2381,1,0,1,0,2
5008991,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
5008992,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
5008993,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
5008994,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
5008995,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
5112861,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
6153801,Y,Y,0,270000,-16582,-1194,1,1,1,0,1
5008998,Y,Y,0,270000,-10628,-828,1,0,0,1,2
5008999,Y,Y,0,270000,-10628,-828,1,0,0,1,2
5009000,Y,Y,0,157500,-9927,-828,1,0,0,0,2
6153549,Y,Y,0,157500,-9927,-828,1,0,0,0,2
5009001,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009002,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009005,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009006,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009007,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009008,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009009,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009010,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009012,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009014,N,Y,0,166500,-18926,-6276,1,1,1,0,2
6153574,N,Y,0,166500,-18926,-6276,1,1,1,0,2
6153575,N,Y,0,166500,-18926,-6276,1,1,1,0,2
6153576,N,Y,0,166500,-18926,-6276,1,1,1,0,2
6153578,N,Y,0,166500,-18926,-6276,1,1,1,0,2
5009016,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009018,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009019,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009020,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009022,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009023,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009024,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009025,N,Y,2,216000,-15444,-3112,1,0,0,1,4
6153579,N,Y,2,216000,-15444,-3112,1,0,0,1,4
6153580,N,Y,2,216000,-15444,-3112,1,0,0,1,4
5009027,Y,Y,0,270000,-19861,-10843,1,0,0,1,2
5112862,Y,Y,0,270000,-19861,-10843,1,0,0,1,2
5009028,Y,Y,0,225000,-14450,-2777,1,0,0,0,2
5009029,Y,Y,0,225000,-14450,-2777,1,0,0,0,2
5009031,N,Y,0,315000,-10554,-1194,1,0,0,0,1
5009032,N,Y,0,315000,-10554,-1194,1,0,0,0,1
6153669,N,Y,0,315000,-10554,-1194,1,0,0,0,1
5009033,N,N,0,255150,-18682,365243,1,0,0,0,2
5009034,N,N,0,255150,-18682,365243,1,0,0,0,2
5009035,N,N,0,255150,-18682,365243,1,0,0,0,2
5009036,N,N,0,255150,-18682,365243,1,0,0,0,2
5009037,N,N,0,255150,-18682,365243,1,0,0,0,2
5009038,N,N,0,255150,-18682,365243,1,0,0,0,2
5009039,N,Y,2,157500,-14326,-555,1,0,0,0,3
5009040,N,Y,2,157500,-14326,-555,1,0,0,0,3
5009042,N,Y,0,148500,-17641,-889,1,0,0,0,2
5009043,N,Y,0,148500,-17641,-889,1,0,0,0,2
5009044,N,Y,0,148500,-17641,-889,1,0,0,0,2
5009045,N,Y,0,148500,-17641,-889,1,0,0,0,2
5009046,N,Y,0,148500,-17641,-889,1,0,0,0,2
5009047,N,Y,0,148500,-17641,-889,1,0,0,0,2
6153693,N,Y,0,148500,-17641,-889,1,0,0,0,2
5009050,N,Y,2,202500,-10997,-2289,1,0,0,1,4
5009051,N,Y,2,202500,-10997,-2289,1,0,0,1,4
5009052,N,Y,2,202500,-10997,-2289,1,0,0,1,4
5009053,N,Y,2,202500,-10997,-2289,1,0,0,1,4
5009055,N,Y,2,202500,-10997,-2289,1,0,0,1,4
5009056,N,Y,0,202500,-8861,-889,1,1,0,0,1
5009057,N,Y,0,202500,-8861,-889,1,1,0,0,1
5009058,Y,Y,0,112500,-7489,-797,1,0,1,1,1
5009060,N,Y,0,94500,-22331,365243,1,0,1,0,2
5009062,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009063,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009064,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009065,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009066,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009067,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009068,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009069,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009070,Y,Y,0,315000,-10450,-2077,1,0,0,0,2
5009071,Y,Y,0,270000,-10264,-3173,1,0,1,1,2
5009072,Y,Y,0,270000,-10264,-3173,1,0,1,1,2
6153722,Y,Y,0,270000,-10264,-3173,1,0,1,1,2
5009074,Y,Y,1,450000,-17726,-708,1,0,1,1,3
5009075,Y,Y,1,450000,-17726,-708,1,0,1,1,3
5009078,N,Y,1,180000,-14122,-1286,1,0,0,0,3
5009079,N,Y,0,112500,-10064,-3173,1,0,0,1,2
5009080,N,Y,0,112500,-10064,-3173,1,0,0,1,2
5009081,N,Y,0,112500,-10064,-3173,1,0,0,1,2
5009083,N,Y,0,90000,-20531,-5730,1,0,0,0,2
5009084,N,Y,0,90000,-20531,-5730,1,0,0,0,2
6153724,N,Y,0,90000,-20531,-5730,1,0,0,0,2
6153738,N,Y,0,90000,-20531,-5730,1,0,0,0,2
5009088,Y,N,2,202500,-14730,-2989,1,0,0,0,4
5009089,Y,N,2,202500,-14730,-2989,1,0,0,0,4
6153739,Y,N,2,202500,-14730,-2989,1,0,0,0,4
6153740,Y,N,2,202500,-14730,-2989,1,0,0,0,4
5009090,Y,Y,0,247500,-12628,-4025,1,0,0,0,2
5009092,Y,Y,1,765000,-12197,-1194,1,1,0,0,3
5009094,Y,Y,1,765000,-12197,-1194,1,1,0,0,3
5009095,Y,Y,1,765000,-12197,-1194,1,1,0,0,3
6153741,Y,Y,1,765000,-12197,-1194,1,1,0,0,3
5009096,N,Y,1,270000,-13679,-4391,1,0,0,1,3
5009097,N,Y,1,270000,-13679,-4391,1,0,0,1,3
5009098,N,Y,1,270000,-13679,-4391,1,0,0,1,3
5009099,N,Y,0,315000,-13271,-555,1,0,0,0,1
5009100,N,Y,0,315000,-13271,-555,1,0,0,0,1
5009103,Y,Y,2,157500,-12859,-4056,1,0,1,0,4
5009104,Y,Y,2,157500,-12859,-4056,1,0,1,0,4
5009105,Y,Y,2,157500,-12859,-4056,1,0,1,0,4
5009106,Y,Y,2,157500,-12859,-4056,1,0,1,0,4
5112876,Y,Y,2,157500,-12859,-4056,1,0,1,0,4
5009108,N,Y,0,360000,-15321,-2747,1,0,0,0,2
5009109,N,Y,0,360000,-15321,-2747,1,0,0,0,2
5009110,N,Y,0,112500,-8842,-312,1,0,0,1,2
5009116,N,N,0,157500,-15737,-432,1,0,0,0,1
5009117,N,N,0,157500,-15737,-432,1,0,0,0,1
5009118,N,N,0,157500,-15737,-432,1,0,0,0,1
5009120,N,N,0,157500,-15737,-432,1,0,0,0,1
5009122,N,N,0,157500,-15737,-432,1,0,0,0,1
5009123,N,N,0,157500,-15737,-432,1,0,0,0,1
5009124,N,N,0,157500,-15737,-432,1,0,0,0,1
5009125,N,N,0,157500,-15737,-432,1,0,0,0,1
5009126,N,N,0,157500,-15737,-432,1,0,0,0,1
5009127,N,N,0,157500,-15737,-432,1,0,0,0,1
5009128,N,N,0,157500,-15737,-432,1,0,0,0,1
5009129,N,N,0,157500,-15737,-432,1,0,0,0,1
5009130,N,N,0,157500,-15737,-432,1,0,0,0,1
5009131,N,N,0,157500,-15737,-432,1,0,0,0,1
6153757,N,N,0,157500,-15737,-432,1,0,0,0,1
5009133,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009134,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009135,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009136,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009137,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009138,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009139,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009140,N,Y,0,382500,-21673,365243,1,0,0,0,1
5009141,N,N,0,135000,-9657,-1560,1,1,1,0,2
5009142,N,N,0,135000,-9657,-1560,1,1,1,0,2
5009143,Y,N,0,225000,-18289,365243,1,0,0,0,2
5009144,Y,N,0,225000,-18289,365243,1,0,0,0,2
5009145,Y,N,0,315000,-15825,-3720,1,1,1,0,2
5009146,Y,N,0,315000,-15825,-3720,1,1,1,0,2
5009147,Y,N,0,315000,-15825,-3720,1,1,1,0,2
5009149,Y,N,0,315000,-15825,-3720,1,1,1,0,2
5009150,Y,N,0,315000,-15825,-3720,1,1,1,0,2
6153802,Y,N,0,315000,-15825,-3720,1,1,1,0,2
6153803,Y,N,0,315000,-15825,-3720,1,1,1,0,2
5009151,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009152,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009153,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009154,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009155,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009156,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009157,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009158,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009159,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009160,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009161,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009162,N,N,0,180000,-19575,-2901,1,0,0,0,2
5009163,N,N,0,157500,-12915,-3174,1,0,1,0,2
5009164,N,N,0,157500,-12915,-3174,1,0,1,0,2
5009165,N,N,0,157500,-12915,-3174,1,0,1,0,2
5009166,N,N,0,157500,-12915,-3174,1,0,1,0,2
5009168,N,N,0,157500,-12915,-3174,1,0,1,0,2
6153804,N,N,0,157500,-12915,-3174,1,0,1,0,2
5009170,Y,N,0,144000,-22877,365243,1,0,1,1,2
5009177,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009178,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009179,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009180,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009181,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009182,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009183,Y,N,0,229500,-18325,-1256,1,0,0,0,2
6153806,Y,N,0,229500,-18325,-1256,1,0,0,0,2
5009186,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009187,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009188,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009189,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009190,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009191,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009192,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009193,N,N,0,270000,-17573,-5792,1,1,1,0,2
5009195,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009196,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009198,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009201,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009202,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009203,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009204,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009205,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009206,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009207,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009208,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009209,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009210,N,N,0,292500,-20953,-8684,1,1,1,0,2
6153808,N,N,0,292500,-20953,-8684,1,1,1,0,2
6153809,N,N,0,292500,-20953,-8684,1,1,1,0,2
5009213,N,N,0,270000,-12333,-860,1,1,1,0,2
5009215,N,N,0,270000,-12333,-860,1,1,1,0,2
5009216,N,N,0,270000,-12333,-860,1,1,1,0,2
5009217,N,N,0,270000,-12333,-860,1,1,1,0,2
6153550,N,N,0,270000,-12333,-860,1,1,1,0,2
6153551,N,N,0,270000,-12333,-860,1,1,1,0,2
5009220,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009222,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009223,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009224,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009225,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009226,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009227,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009232,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009233,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009234,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009236,Y,N,0,225000,-14667,-798,1,1,0,0,2
6153552,Y,N,0,225000,-14667,-798,1,1,0,0,2
6153554,Y,N,0,225000,-14667,-798,1,1,0,0,2
6153555,Y,N,0,225000,-14667,-798,1,1,0,0,2
5009238,Y,N,0,157500,-10611,-982,1,0,1,0,2
5009239,Y,N,0,157500,-10611,-982,1,0,1,0,2
5009240,Y,N,0,157500,-10611,-982,1,0,1,0,2
5009241,Y,N,0,157500,-10611,-982,1,0,1,0,2
6153556,Y,N,0,157500,-10611,-982,1,0,1,0,2
5009242,N,N,0,74250,-19082,-5243,1,0,1,0,1
5009243,N,N,0,74250,-19082,-5243,1,0,1,0,1
5009244,N,N,0,74250,-19082,-5243,1,0,1,0,1
5009246,N,N,0,135000,-14201,-2139,1,0,1,0,2
5009247,N,N,0,135000,-14201,-2139,1,0,1,0,2
5009248,N,N,0,135000,-14201,-2139,1,0,1,0,2
5009249,Y,N,1,135000,-9957,-921,1,1,0,0,3
5009250,Y,N,1,135000,-9957,-921,1,1,0,0,3
5009251,Y,N,1,135000,-9957,-921,1,1,0,0,3
5009252,Y,N,1,135000,-9957,-921,1,1,0,0,3
5009253,Y,N,1,135000,-9957,-921,1,1,0,0,3
6153557,Y,N,1,135000,-9957,-921,1,1,0,0,3
5009255,N,N,0,144000,-15970,-8987,1,0,0,0,1
5009257,N,N,0,144000,-15970,-8987,1,0,0,0,1
5009258,N,N,0,144000,-15970,-8987,1,0,0,0,1
5009260,N,N,0,202500,-14562,-1287,1,0,1,0,2
5009261,N,N,0,202500,-14562,-1287,1,0,1,0,2
5009262,N,N,0,202500,-14562,-1287,1,0,1,0,2
5009263,N,N,0,202500,-14562,-1287,1,0,1,0,2
6153558,N,N,0,202500,-14562,-1287,1,0,1,0,2
5009264,N,N,0,40500,-21091,365243,1,0,0,0,1
5009265,Y,N,0,337500,-10266,-1652,1,1,1,0,2
5009266,Y,N,0,337500,-10266,-1652,1,1,1,0,2
5009267,Y,N,0,337500,-10266,-1652,1,1,1,0,2
5009268,Y,N,0,337500,-10266,-1652,1,1,1,0,2
5009269,Y,N,0,337500,-10266,-1652,1,1,1,0,2
5009270,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009271,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009272,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009274,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009275,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009276,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009277,N,N,0,180000,-14781,-2443,1,0,1,0,2
5009278,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009279,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009280,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009281,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009284,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009285,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009286,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009287,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009289,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009290,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009291,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009292,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009293,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009294,N,N,0,130500,-15140,-4816,1,0,1,0,2
5009295,N,N,0,144000,-21041,365243,1,0,1,0,2
